Date,Time,AirQuality,CO,Humidity,Temperature
2021-12-01,13:49:53.413255,87,53,66.00,31.20
2021-12-01,13:49:55.427948,89,54,66.00,31.20
2021-12-01,13:49:57.458512,88,51,66.00,31.10
2021-12-01,13:49:59.489122,89,52,66.00,31.10
2021-12-01,13:50:01.519677,90,55,66.00,31.20
2021-12-01,13:50:03.534470,91,55,66.00,31.20
2021-12-01,13:50:05.565063,89,51,66.00,31.10
2021-12-01,13:50:07.595653,90,52,66.00,31.20
2021-12-01,13:50:09.626366,88,51,66.00,31.20
2021-12-01,13:50:11.641106,90,55,66.00,31.20
2021-12-01,13:50:13.671700,90,54,66.00,31.20
2021-12-01,13:50:15.702220,90,52,66.00,31.20
2021-12-01,13:50:17.716989,89,51,66.00,31.20
2021-12-01,13:50:19.747469,89,51,66.00,31.20
2021-12-01,13:50:21.777956,88,51,66.00,31.20
2021-12-01,13:50:23.808527,90,54,66.00,31.20
2021-12-01,13:50:25.823386,89,51,66.00,31.20
2021-12-01,13:50:27.853880,89,53,66.00,31.20
2021-12-01,13:50:29.884520,90,55,66.00,31.20
2021-12-01,13:50:31.915060,92,55,66.00,31.20
2021-12-01,13:50:33.929732,90,56,66.00,31.10
2021-12-01,13:50:35.960298,90,56,66.00,31.10
2021-12-01,13:50:37.990788,88,54,66.00,31.10
2021-12-01,13:50:40.005421,90,52,66.00,31.10
2021-12-01,13:50:42.035981,89,55,66.00,31.10
2021-12-01,13:50:44.066510,92,53,66.00,31.10
2021-12-01,13:50:46.096994,88,53,66.00,31.10
2021-12-01,13:50:48.111681,91,53,66.00,31.10
2021-12-01,13:50:50.142270,89,52,66.00,31.10
2021-12-01,13:50:52.172895,92,53,66.00,31.10
2021-12-01,13:50:54.203374,90,51,66.00,31.10
2021-12-01,13:50:56.217948,89,51,66.00,31.10
2021-12-01,13:50:58.248527,92,56,66.00,31.10
2021-12-01,13:51:00.279179,88,54,66.00,31.10
2021-12-01,13:51:02.309642,91,51,66.00,31.10
2021-12-01,13:51:04.324304,90,52,66.00,31.10
2021-12-01,13:51:06.354887,91,56,66.00,31.10
2021-12-01,13:51:08.385444,88,55,66.00,31.10
2021-12-01,13:51:10.400123,92,53,66.00,31.10
2021-12-01,13:51:12.430675,90,51,66.00,31.10
2021-12-01,13:51:14.461202,92,56,66.00,31.10
2021-12-01,13:51:16.491779,91,53,66.00,31.10
2021-12-01,13:51:18.506413,92,53,66.00,31.10
2021-12-01,13:51:20.536990,91,53,66.00,31.10
2021-12-01,13:51:22.567625,90,51,66.00,31.10
2021-12-01,13:51:24.598167,90,56,66.00,31.10
2021-12-01,13:51:26.612909,88,55,66.00,31.10
2021-12-01,13:51:28.643496,91,56,66.00,31.10
2021-12-01,13:51:30.674165,88,53,66.00,31.10
2021-12-01,13:51:32.688972,92,56,66.00,31.10
2021-12-01,13:51:34.719514,92,56,67.00,31.10
2021-12-01,13:51:36.750210,89,51,67.00,31.10
2021-12-01,13:51:38.780721,92,56,67.00,31.10
2021-12-01,13:51:40.795513,90,51,67.00,31.10
2021-12-01,13:51:42.826027,89,56,67.00,31.10
2021-12-01,13:51:44.856658,91,56,67.00,31.10
2021-12-01,13:51:46.887135,92,53,67.00,31.10
2021-12-01,13:51:48.901904,89,51,67.00,31.10
2021-12-01,13:51:50.932579,89,53,67.00,31.10
2021-12-01,13:51:52.963133,92,56,67.00,31.10
2021-12-01,13:51:54.977821,92,56,67.00,31.10
2021-12-01,13:51:57.008768,91,53,67.00,31.10
2021-12-01,13:51:59.038975,92,54,67.00,31.10
2021-12-01,13:52:01.069567,92,55,67.00,31.10
2021-12-01,13:52:03.084210,92,56,67.00,31.10
2021-12-01,13:52:05.114741,92,55,67.00,31.10
2021-12-01,13:52:07.145315,92,56,67.00,31.10
2021-12-01,13:52:09.175925,90,56,67.00,31.10
2021-12-01,13:52:11.190589,91,53,67.00,31.10
2021-12-01,13:52:13.221232,92,56,67.00,31.10
2021-12-01,13:52:15.251848,89,53,67.00,31.20
2021-12-01,13:52:17.282411,92,55,67.00,31.10
2021-12-01,13:52:19.297292,92,56,67.00,31.20
2021-12-01,13:52:21.327899,90,56,67.00,31.10
2021-12-01,13:52:23.358601,89,55,67.00,31.20
2021-12-01,13:52:25.373227,89,51,67.00,31.20
2021-12-01,13:52:27.403888,92,55,67.00,31.20
2021-12-01,13:52:29.434480,92,55,67.00,31.20
2021-12-01,13:52:31.465049,89,54,67.00,31.20
2021-12-01,13:52:33.479875,93,53,67.00,31.20
2021-12-01,13:52:35.510491,92,56,67.00,31.20
2021-12-01,13:52:37.541123,92,56,67.00,31.20
2021-12-01,13:52:39.571702,89,53,67.00,31.20
2021-12-01,13:52:41.586435,88,53,67.00,31.20
2021-12-01,13:52:43.617205,89,52,67.00,31.20
2021-12-01,13:52:45.647766,89,52,67.00,31.20
2021-12-01,13:52:47.662616,89,52,67.00,31.20
2021-12-01,13:52:49.693223,92,53,67.00,31.20
2021-12-01,13:52:51.723794,92,56,67.00,31.20
2021-12-01,13:52:53.754383,92,56,67.00,31.20
2021-12-01,13:52:55.769120,91,57,67.00,31.20
2021-12-01,13:52:57.799845,92,57,67.00,31.20
2021-12-01,13:52:59.830478,93,56,67.00,31.20
2021-12-01,13:53:01.861027,92,56,67.00,31.20
2021-12-01,13:53:03.875791,92,54,67.00,31.20
2021-12-01,13:53:05.906446,89,54,67.00,31.20
2021-12-01,13:53:07.937028,92,56,67.00,31.20
2021-12-01,13:53:09.967731,89,55,67.00,31.20
2021-12-01,13:53:11.982394,90,56,67.00,31.20
2021-12-01,13:53:14.013028,90,56,67.00,31.20
2021-12-01,13:53:16.043654,92,56,67.00,31.20
2021-12-01,13:53:18.058373,92,56,67.00,31.20
2021-12-01,13:53:20.088933,91,52,67.00,31.20
2021-12-01,13:53:22.119574,92,56,67.00,31.20
2021-12-01,13:53:24.150250,92,54,67.00,31.20
2021-12-01,13:53:26.165108,92,54,67.00,31.20
2021-12-01,13:53:28.195651,89,54,67.00,31.30
2021-12-01,13:53:30.226319,89,54,67.00,31.30
2021-12-01,13:53:32.256907,92,54,67.00,31.20
2021-12-01,13:53:34.271806,90,52,67.00,31.20
2021-12-01,13:53:36.302355,92,56,67.00,31.20
2021-12-01,13:53:38.333018,93,53,67.00,31.20
2021-12-01,13:53:40.347795,90,54,67.00,31.20
2021-12-01,13:53:42.378543,91,57,67.00,31.30
2021-12-01,13:53:44.409329,89,56,67.00,31.20
2021-12-01,13:53:46.439875,93,54,67.00,31.20
2021-12-01,13:53:48.454640,93,56,67.00,31.30
2021-12-01,13:53:50.485335,92,57,67.00,31.30
2021-12-01,13:53:52.516022,92,52,67.00,31.30
2021-12-01,13:53:54.546548,93,55,67.00,31.30
2021-12-01,13:53:56.561336,93,54,67.00,31.30
2021-12-01,13:53:58.592047,90,57,67.00,31.30
2021-12-01,13:54:00.622698,90,54,67.00,31.30
2021-12-01,13:54:02.637407,93,56,67.00,31.30
2021-12-01,13:54:04.667963,92,57,67.00,31.30
2021-12-01,13:54:06.698588,89,54,67.00,31.30
2021-12-01,13:54:08.729275,92,57,67.00,31.30
2021-12-01,13:54:10.744018,89,55,67.00,31.30
2021-12-01,13:54:12.774711,93,54,67.00,31.30
2021-12-01,13:54:14.805291,89,56,67.00,31.30
2021-12-01,13:54:16.835776,90,57,67.00,31.30
2021-12-01,13:54:18.850504,89,56,67.00,31.30
2021-12-01,13:54:20.881201,93,54,67.00,31.30
2021-12-01,13:54:22.911835,90,53,67.00,31.30
2021-12-01,13:54:24.942376,93,55,67.00,31.30
2021-12-01,13:54:26.957134,89,56,67.00,31.30
2021-12-01,13:54:28.987784,91,52,67.00,31.30
2021-12-01,13:54:31.018448,93,56,67.00,31.30
2021-12-01,13:54:33.033203,93,55,67.00,31.30
2021-12-01,13:54:35.063957,92,57,67.00,31.30
2021-12-01,13:54:37.094512,91,52,67.00,31.30
2021-12-01,13:54:39.125122,89,55,67.00,31.30
2021-12-01,13:54:41.139910,93,55,67.00,31.30
2021-12-01,13:54:43.170495,93,56,67.00,31.30
2021-12-01,13:54:45.201163,92,52,67.00,31.30
2021-12-01,13:54:47.231737,92,52,67.00,31.30
2021-12-01,13:54:49.246432,93,55,67.00,31.30
2021-12-01,13:54:51.277008,90,52,67.00,31.30
2021-12-01,13:54:53.307616,93,56,67.00,31.30
2021-12-01,13:54:55.338232,93,56,68.00,31.30
2021-12-01,13:54:57.352952,93,54,68.00,31.30

2021-12-02,14:01:47.723485,\x00\x00Date,Time,AirQuality,CO,Humidity,Temperature
2021-12-02,14:01:50.316646,203,162,66.00,28.70
2021-12-02,14:01:50.384345,196,159,66.00,28.70
2021-12-02,14:01:52.331244,195,157,66.00,28.70
2021-12-02,14:01:54.346709,193,154,66.00,28.70
2021-12-02,14:01:56.377347,193,151,66.00,28.70
2021-12-02,14:01:58.407996,192,152,66.00,28.70
2021-12-02,14:37:08.177010,\x00\x00Date,Time,AirQuality,CO,Humidity,Temperature
2021-12-02,14:37:10.798789,184,145,67.00,28.50
2021-12-02,14:37:10.874857,183,140,67.00,28.50
2021-12-02,14:37:12.813865,180,136,67.00,28.50
2021-12-02,14:37:14.829160,175,138,67.00,28.50
2021-12-02,14:37:16.860363,176,133,67.00,28.50
2021-12-02,14:37:18.891488,172,135,67.00,28.50
2021-12-02,14:37:20.906770,175,135,67.00,28.50
2021-12-02,14:37:22.937987,173,130,67.00,28.50
2021-12-02,14:37:24.969196,173,133,67.00,28.50
2021-12-02,14:37:26.984520,170,128,67.00,28.50
2021-12-02,14:37:29.015642,169,132,67.00,28.50
2021-12-02,14:37:31.046956,167,131,67.00,28.50
2021-12-02,14:37:33.062186,169,129,67.00,28.50
2021-12-02,14:37:35.093373,167,128,67.00,28.50
2021-12-02,14:37:37.124516,164,127,67.00,28.50
2021-12-02,14:37:39.155738,166,128,67.00,28.50
2021-12-02,14:37:41.171004,164,128,67.00,28.50
2021-12-02,14:37:43.202277,164,128,67.00,28.50
2021-12-02,14:37:45.233443,164,124,67.00,28.50
2021-12-02,14:37:47.248773,164,126,67.00,28.50
2021-12-02,14:37:49.280023,160,123,67.00,28.50
2021-12-02,14:37:51.311203,160,122,67.00,28.50
2021-12-02,14:37:53.326463,162,125,67.00,28.50
2021-12-02,14:37:55.357754,157,119,67.00,28.50
2021-12-02,14:37:57.388974,160,123,67.00,28.50
2021-12-02,14:37:59.420108,161,120,67.00,28.50
2021-12-02,14:38:01.435409,160,123,67.00,28.50
2021-12-02,15:08:28.371253,\x00\x00Date,Time,AirQuality,CO,Humidity,Temperature
2021-12-02,15:08:30.991280,158,124,69.00,28.20
2021-12-02,15:08:31.047282,160,119,69.00,28.20
2021-12-02,15:08:33.004958,157,121,69.00,28.20
2021-12-02,15:08:35.019543,156,123,69.00,28.20
2021-12-02,15:08:37.066158,158,118,69.00,28.20
2021-12-02,15:08:39.079575,158,120,69.00,28.20
2021-12-02,15:08:41.109983,153,122,69.00,28.20
2021-12-02,15:08:43.124225,154,121,69.00,28.20
2021-12-02,15:08:45.154549,157,117,69.00,28.20
2021-12-02,15:08:47.184890,156,115,69.00,28.20
2021-12-02,15:08:49.214678,154,118,69.00,28.20
2021-12-02,15:08:51.229201,154,117,69.00,28.20
2021-12-02,15:08:53.259312,151,121,69.00,28.20
2021-12-02,15:08:55.289467,154,117,69.00,28.20
2021-12-02,15:08:57.320166,153,117,69.00,28.20
2021-12-02,15:08:59.335483,149,119,69.00,28.20
2021-12-02,15:09:01.365528,153,118,69.00,28.20
2021-12-02,15:09:03.397684,151,116,69.00,28.20
2021-12-02,15:09:05.427403,150,118,69.00,28.20
2021-12-02,15:09:07.444068,153,113,69.00,28.20
2021-12-02,15:09:09.485408,152,114,69.00,28.20
2021-12-02,15:09:11.503656,149,117,69.00,28.20
2021-12-02,15:09:13.534210,152,116,69.00,28.20
2021-12-02,15:09:15.550481,151,115,69.00,28.20
2021-12-02,15:09:17.579710,152,114,69.00,28.20
2021-12-02,15:09:19.610584,147,117,69.00,28.20
2021-12-02,15:09:21.640692,147,115,69.00,28.30
2021-12-02,15:09:23.656072,151,112,69.00,28.30
2021-12-02,15:09:25.687120,150,113,69.00,28.30
2021-12-02,15:09:27.722102,148,117,69.00,28.30
2021-12-02,15:09:29.732862,150,112,69.00,28.30
2021-12-02,15:09:31.762871,145,116,69.00,28.30
2021-12-02,15:09:33.792428,149,111,69.00,28.30
2021-12-02,15:09:35.822479,147,116,69.00,28.30
2021-12-02,15:09:37.837362,150,113,69.00,28.30
2021-12-02,15:09:39.868262,150,112,69.00,28.30
2021-12-02,15:09:41.898614,146,116,69.00,28.30
2021-12-02,15:09:43.929692,149,111,69.00,28.30
2021-12-02,15:09:45.944241,147,115,69.00,28.30
2021-12-02,15:09:47.975044,148,115,69.00,28.30
2021-12-02,15:09:50.006166,144,115,69.00,28.30
2021-12-02,15:09:52.020682,147,109,69.00,28.30
2021-12-02,15:09:54.051825,148,115,69.00,28.30
2021-12-02,15:09:56.084006,148,113,69.00,28.30
2021-12-02,15:09:58.115802,144,113,69.00,28.30
2021-12-02,15:10:00.131725,148,113,69.00,28.30
2021-12-02,15:10:02.161807,143,114,69.00,28.30
2021-12-02,15:10:04.192859,148,114,69.00,28.40
2021-12-02,15:10:06.208051,144,114,69.00,28.40
2021-12-02,15:10:08.238622,148,110,69.00,28.40
2021-12-02,15:10:10.268629,146,114,69.00,28.40
2021-12-02,15:10:12.299235,145,115,69.00,28.40
2021-12-02,15:10:14.316050,146,114,69.00,28.40
2021-12-02,15:10:16.345983,145,114,69.00,28.40
2021-12-02,15:10:18.376142,148,110,69.00,28.40
2021-12-02,15:10:20.406679,144,114,69.00,28.40
2021-12-02,15:10:22.422077,146,112,69.00,28.40
2021-12-02,15:10:24.452510,144,115,69.00,28.40
2021-12-02,15:10:26.483301,144,114,69.00,28.40
2021-12-02,15:10:28.499025,142,111,69.00,28.40
2021-12-02,15:10:30.530699,142,114,69.00,28.40
2021-12-02,15:10:32.560663,145,114,69.00,28.40
2021-12-02,15:10:34.590942,146,114,69.00,28.40
2021-12-02,15:10:36.606971,145,114,69.00,28.40
2021-12-02,15:10:38.637753,141,108,69.00,28.40
2021-12-02,15:10:40.668933,145,114,69.00,28.40
2021-12-02,15:10:42.685193,145,114,69.00,28.40
2021-12-02,15:10:44.716610,144,108,69.00,28.40
2021-12-02,15:10:46.746690,144,109,69.00,28.40
2021-12-02,15:10:48.763244,146,113,69.00,28.40
2021-12-02,15:10:50.791146,146,112,69.00,28.40
2021-12-02,15:10:52.821764,145,112,69.00,28.40
2021-12-02,15:10:54.854135,146,111,69.00,28.40
2021-12-02,15:10:56.869818,145,112,69.00,28.40
2021-12-02,15:10:58.900130,145,108,69.00,28.40
2021-12-02,15:11:00.930921,141,114,69.00,28.40
2021-12-02,15:11:02.961409,144,113,69.00,28.40
2021-12-02,15:11:04.977882,141,112,69.00,28.40
2021-12-02,15:11:07.007922,145,112,69.00,28.40
2021-12-02,15:11:09.038604,143,110,69.00,28.40
2021-12-02,15:11:11.054809,143,108,69.00,28.40
2021-12-02,15:11:13.086333,142,111,69.00,28.40
2021-12-02,15:11:15.116330,140,107,69.00,28.40
2021-12-02,15:11:17.132418,140,109,69.00,28.40
2021-12-02,15:11:19.163655,139,107,69.00,28.40
2021-12-02,15:11:21.194284,139,108,69.00,28.40
2021-12-02,15:11:23.225136,144,111,69.00,28.40
2021-12-02,15:11:25.239964,144,113,69.00,28.40
2021-12-02,15:11:27.272398,143,113,69.00,28.40
2021-12-02,15:11:29.332440,144,109,69.00,28.40
2021-12-02,15:11:31.317408,144,113,69.00,28.50
2021-12-02,15:11:33.349144,143,108,69.00,28.50
2021-12-02,15:11:35.381311,146,110,69.00,28.50
2021-12-02,15:11:37.395915,147,114,69.00,28.50
2021-12-02,15:11:39.427668,144,112,69.00,28.50
2021-12-02,15:11:41.459539,145,113,69.00,28.50
2021-12-02,15:11:43.489954,140,108,69.00,28.50
2021-12-02,15:11:45.505985,139,107,69.00,28.50
2021-12-02,15:11:47.536860,144,112,69.00,28.50
